hotel,is_canceled,lead_time,adr,stays_total_nights,stay_length,booking_changes_cat,days_in_waiting_list_cat,customer_fidelity,lead_time_cat,adr_cat,adults,children,babies,total_guests,arrival_year,arrival_month,arrival_day,arrival_month_index,arrival_ym,market_segment,deposit_type,country,motivation,reserved_room_type,customer_type,agent,company
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,342,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,September,24,9,2015-09,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,349,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,1,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,356,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,8,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,363,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,15,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,278,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,July,22,7,2015-07,Groups,No Deposit,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,377,62,2,short,none,none,normal,>6-months,low,2,0,0,2,2015,October,29,10,2015-10,Groups,Non Refund,PRT,work,A,Contract,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,267,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,11,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,281,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,July,25,7,2015-07,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,295,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,8,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,309,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,August,22,8,2015-08,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,330,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,September,12,9,2015-09,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,351,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,October,3,10,2015-10,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
City Hotel,1,351,62.8,3,middle,none,none,normal,>6-months,low,2,0,0,2,2015,October,3,10,2015-10,Groups,No Deposit,PRT,work+rest,A,Transient-Party,1,NULL
